# {"t_start": 1682494354.601516, "env_id": "Craft-single-M1-v0"} 
r,l,t
0.0,585,9.601768
1.0,90,9.605445
1.0,451,9.623554
1.0,357,9.637983
1.0,113,9.642575
1.0,119,9.647428
1.0,33,9.648817
1.0,501,9.668969
1.0,51,9.671099
1.0,678,9.698263
1.0,117,9.702995
1.0,533,9.724435
1.0,184,9.73192
1.0,178,9.739097
1.0,117,9.743852
1.0,953,9.781994
1.0,251,9.792623
1.0,115,9.797317
1.0,149,9.803333
0.0,335,9.818955
0.0,1000,9.861022
1.0,111,9.865582
1.0,63,9.868154
1.0,274,9.879132
1.0,125,9.884144
1.0,87,9.887738
1.0,104,9.891954
1.0,92,9.895704
1.0,453,9.913773
1.0,263,9.924231
1.0,117,9.928949
1.0,367,9.943559
1.0,43,9.94534
1.0,177,9.952426
1.0,451,9.970387
1.0,188,9.977892
1.0,165,9.984475
1.0,372,9.999241
1.0,57,10.001614
1.0,222,10.010489
0.0,389,10.026005
1.0,226,10.035035
1.0,288,10.04646
1.0,165,10.053126
1.0,107,10.057456
1.0,593,10.080958
1.0,63,10.083534
1.0,89,10.087136
1.0,70,10.089993
1.0,172,10.096864
1.0,193,10.104587
1.0,73,10.107556
1.0,162,10.114051
1.0,648,10.139853
1.0,891,10.175256
1.0,245,10.185073
1.0,35,10.186543
1.0,46,10.188417
1.0,464,10.207528
1.0,85,10.211912
1.0,653,10.238989
1.0,354,10.253129
1.0,569,10.275723
1.0,217,10.284389
1.0,55,10.286656
1.0,571,10.309452
1.0,796,10.34119
1.0,104,10.345486
1.0,524,10.366537
0.0,96,10.370449
1.0,189,10.378063
1.0,95,10.381928
1.0,72,10.384849
1.0,370,10.399594
1.0,364,10.414029
1.0,618,10.438585
1.0,280,10.449721
1.0,55,10.451941
1.0,298,10.463774
1.0,244,10.47349
1.0,41,10.475192
1.0,151,10.481185
1.0,242,10.490906
1.0,106,10.495181
1.0,496,10.514888
1.0,93,10.518665
1.0,736,10.547748
1.0,247,10.557696
1.0,150,10.563695
1.0,832,10.597268
1.0,493,10.618066
1.0,130,10.623401
1.0,77,10.627384
1.0,286,10.638898
1.0,113,10.643442
1.0,156,10.649732
1.0,110,10.654186
1.0,69,10.656971
1.0,762,10.687121
0.0,812,10.719172
1.0,88,10.72277
1.0,613,10.74708
1.0,144,10.752831
1.0,87,10.756396
1.0,600,10.780219
1.0,55,10.782526
1.0,65,10.78517
1.0,159,10.791556
1.0,59,10.793972
1.0,146,10.799815
1.0,61,10.80229
1.0,408,10.818428
1.0,298,10.830245
1.0,690,10.857824
1.0,193,10.865636
1.0,284,10.876965
1.0,47,10.878938
1.0,45,10.880781
1.0,120,10.885594
1.0,31,10.886891
1.0,144,10.89271
1.0,386,10.908152
0.0,372,10.922919
1.0,138,10.928386
1.0,429,10.945437
1.0,55,10.947682
1.0,326,10.960652
1.0,47,10.962591
1.0,108,10.9669
1.0,844,11.000872
1.0,55,11.003215
1.0,95,11.007199
1.0,235,11.017501
1.0,87,11.021067
1.0,151,11.027974
1.0,57,11.03033
1.0,55,11.032582
1.0,428,11.049627
1.0,118,11.054457
1.0,148,11.06045
1.0,340,11.074128
1.0,69,11.076966
1.0,116,11.081621
0.0,293,11.093331
1.0,434,11.110644
1.0,164,11.117263
1.0,33,11.118663
1.0,53,11.120836
1.0,335,11.134219
1.0,531,11.15524
1.0,122,11.160213
1.0,559,11.182503
1.0,104,11.186732
1.0,99,11.190687
1.0,57,11.19301
1.0,79,11.196172
1.0,470,11.214812
1.0,306,11.227055
1.0,51,11.229126
1.0,101,11.233171
1.0,139,11.23877
1.0,65,11.241412
1.0,113,11.245924
1.0,590,11.269127
1.0,339,11.282593
1.0,43,11.284344
1.0,437,11.301752
1.0,104,11.305957
1.0,577,11.328829
1.0,223,11.337715
1.0,471,11.356419
1.0,65,11.35909
1.0,336,11.372448
1.0,274,11.383293
1.0,55,11.385534
1.0,37,11.387052
1.0,142,11.392697
1.0,98,11.396868
1.0,109,11.401349
1.0,76,11.404563
1.0,80,11.408148
1.0,41,11.410444
1.0,84,11.413907
1.0,135,11.419374
1.0,31,11.420688
1.0,656,11.44761
1.0,531,11.468649
1.0,75,11.471754
1.0,412,11.488317
1.0,49,11.490373
1.0,75,11.4934
1.0,166,11.500073
1.0,266,11.510719
1.0,136,11.516166
1.0,61,11.518634
1.0,61,11.521112
1.0,83,11.524488
1.0,47,11.526421
1.0,283,11.537722
1.0,160,11.544143
1.0,102,11.548266
1.0,69,11.551069
1.0,107,11.55536
1.0,87,11.558942
1.0,123,11.563896
1.0,256,11.574147
1.0,214,11.582757
1.0,59,11.585161
1.0,233,11.594465
0.0,119,11.599245
1.0,75,11.60226
1.0,60,11.604697
1.0,79,11.607866
1.0,50,11.609907
1.0,39,11.611507
1.0,417,11.628067
1.0,138,11.633603
1.0,318,11.646287
1.0,85,11.649745
1.0,109,11.654112
1.0,64,11.656705
1.0,488,11.676019
1.0,138,11.681523
1.0,174,11.688509
1.0,67,11.691266
1.0,77,11.694366
0.0,341,11.707956
1.0,64,11.710601
0.0,727,11.739446
1.0,363,11.753961
1.0,967,11.7924
1.0,63,11.795017
1.0,166,11.801919
1.0,27,11.80312
1.0,130,11.808507
1.0,29,11.809772
1.0,76,11.812838
1.0,395,11.829525
1.0,100,11.833617
1.0,25,11.834702
1.0,105,11.838927
1.0,121,11.844618
1.0,61,11.847137
1.0,65,11.849817
1.0,91,11.853492
1.0,39,11.855109
1.0,61,11.857586
1.0,79,11.860783
1.0,177,11.86782
1.0,41,11.869521
1.0,425,11.886389
1.0,133,11.891717
1.0,35,11.89316
1.0,125,11.898183
1.0,68,11.900907
1.0,126,11.905976
1.0,53,11.908136
1.0,51,11.910225
1.0,379,11.925282
1.0,66,11.927973
1.0,86,11.931458
1.0,45,11.933299
1.0,81,11.936569
1.0,84,11.939951
1.0,326,11.952933
1.0,89,11.956601
1.0,305,11.968826
1.0,148,11.97481
1.0,81,11.978116
1.0,70,11.980934
1.0,61,11.983426
0.0,193,11.991175
1.0,61,11.993681
1.0,442,12.011193
1.0,152,12.017248
1.0,281,12.028465
1.0,173,12.035413
0.0,1000,12.074941
1.0,64,12.077593
1.0,199,12.085548
1.0,75,12.088587
1.0,49,12.090591
1.0,73,12.09355
1.0,297,12.105447
1.0,194,12.113178
1.0,144,12.118976
1.0,88,12.122495
1.0,216,12.131054
1.0,49,12.133056
1.0,25,12.134124
1.0,157,12.14038
1.0,55,12.142613
1.0,89,12.1462
1.0,600,12.170154
1.0,128,12.175339
1.0,37,12.176868
1.0,220,12.185663
1.0,393,12.201433
0.0,85,12.205144
1.0,426,12.222358
1.0,95,12.226232
1.0,579,12.262947
1.0,453,12.290981
1.0,53,12.294586
1.0,95,12.29913
1.0,335,12.312483
1.0,41,12.314203
1.0,60,12.316663
1.0,149,12.322598
1.0,45,12.324424
1.0,92,12.328141
1.0,56,12.33046
1.0,256,12.340739
0.0,224,12.349732
1.0,47,12.351679
1.0,35,12.353112
1.0,749,12.383085
1.0,53,12.385299
1.0,39,12.386941
1.0,140,12.392579
1.0,57,12.394917
1.0,27,12.396053
1.0,178,12.403215
1.0,39,12.404804
1.0,158,12.411108
1.0,311,12.423458
1.0,59,12.425853
0.0,163,12.432384
1.0,82,12.435691
1.0,40,12.437337
1.0,198,12.445261
1.0,43,12.447035
1.0,174,12.45393
1.0,99,12.457898
1.0,464,12.476191
1.0,102,12.480291
