# {"t_start": 1682658196.8821828, "env_id": "Craft-single-M1-v0"} 
r,l,t
0.0,1000,0.056057
0.0,1000,0.116072
0.0,1000,0.173208
0.0,1000,0.22829
0.0,1000,0.284871
0.0,1000,0.342381
2.0,1000,0.403703
2.0,1000,0.463676
0.0,1000,0.524114
0.0,1000,0.583675
0.0,1000,0.646586
0.0,1000,0.715779
0.0,1000,0.775824
0.0,1000,0.832704
2.0,1000,0.8888
0.0,1000,0.941543
0.0,1000,0.995258
2.0,1000,1.048615
0.0,1000,1.101283
0.0,1000,1.152814
2.0,1000,1.208941
0.0,1000,1.262566
0.0,1000,1.325785
0.0,1000,1.378029
0.0,1000,1.430482
0.0,1000,1.483575
0.0,1000,1.539538
0.0,1000,1.594316
0.0,1000,1.647861
0.0,1000,1.700328
0.0,1000,1.754124
0.0,1000,1.806056
0.0,1000,1.860923
0.0,1000,1.914069
2.0,1000,1.97586
2.0,1000,2.034042
0.0,1000,2.088429
0.0,1000,2.143266
2.0,1000,2.197463
2.0,1000,2.250537
0.0,1000,2.30664
0.0,1000,2.360874
0.0,1000,2.412882
0.0,1000,2.467669
0.0,1000,2.520086
0.0,1000,2.577089
0.0,1000,2.631709
0.0,1000,2.685177
0.0,1000,2.74093
0.0,1000,2.792762
0.0,1000,2.84892
0.0,1000,2.902367
0.0,1000,2.956669
0.0,1000,3.014037
0.0,1000,3.066636
2.0,1000,3.118953
0.0,1000,3.172118
0.0,1000,3.224901
0.0,1000,3.282936
0.0,1000,3.342205
0.0,1000,3.396581
0.0,1000,3.455359
0.0,1000,3.513396
0.0,1000,3.576736
0.0,1000,3.635952
0.0,1000,3.692362
0.0,1000,3.747765
2.0,1000,3.803938
2.0,1000,3.860359
0.0,1000,3.917458
0.0,1000,3.974266
0.0,1000,4.029484
0.0,1000,4.083722
0.0,1000,4.138246
0.0,1000,4.191935
0.0,1000,4.24465
0.0,1000,4.300252
0.0,1000,4.352534
0.0,1000,4.404996
0.0,1000,4.458031
0.0,1000,4.517615
0.0,1000,4.569403
0.0,1000,4.622124
0.0,1000,4.674742
0.0,1000,4.727619
0.0,1000,4.780493
0.0,1000,4.832936
0.0,1000,4.890805
0.0,1000,4.945433
0.0,1000,5.000857
2.0,1000,5.0656
0.0,1000,5.11969
0.0,1000,5.173127
0.0,1000,5.225327
0.0,1000,5.281105
2.0,1000,5.337376
0.0,1000,5.389451
0.0,1000,5.441254
0.0,1000,5.494083
0.0,1000,5.546228
0.0,1000,5.601325
0.0,1000,5.659667
0.0,1000,5.722453
2.0,1000,5.782224
0.0,1000,5.842371
0.0,1000,5.900328
0.0,1000,5.956006
0.0,1000,6.008549
2.0,1000,6.060994
0.0,1000,6.123074
72.0,1000,6.18871
0.0,1000,6.247775
0.0,1000,6.305315
0.0,1000,6.361655
2.0,1000,6.418386
0.0,1000,6.475853
0.0,1000,6.531844
0.0,1000,6.587158
0.0,1000,6.643368
2.0,1000,6.697525
0.0,1000,6.752495
0.0,1000,6.807683
0.0,1000,6.860344
0.0,1000,6.915499
0.0,1000,6.967668
0.0,1000,7.024212
2.0,1000,7.095268
0.0,1000,7.158857
2.0,1000,7.219155
0.0,1000,7.281969
2.0,1000,7.342704
0.0,1000,7.399321
0.0,1000,7.461969
2.0,1000,7.5272
0.0,1000,7.587579
0.0,1000,7.640228
