% time spent exploring,episodes,mean 100 episode reward,steps
2,31200,1.0,830818
2,31300,1.0,832974
2,31400,1.0,835112
2,31500,1.0,837274
2,31600,1.0,839448
2,31700,1.0,841594
2,31800,1.0,843736
2,31900,1.0,845900
2,32000,1.0,848060
2,32100,1.0,850234
2,32200,1.0,852396
2,32300,1.0,854524
2,32400,1.0,856674
2,32500,1.0,858844
2,32600,1.0,861006
2,32700,1.0,863176
2,32800,1.0,865334
2,32900,1.0,867494
2,33000,1.0,869650
2,33100,1.0,872773
2,33200,1.0,874917
2,33300,1.0,877063
2,33400,1.0,879221
2,33500,1.0,881389
2,33600,1.0,883551
2,33700,1.0,885713
2,33800,1.0,887853
2,33900,1.0,890013
2,34000,1.0,892179
2,34100,1.0,894323
2,34200,1.0,896479
2,34300,1.0,898647
2,34400,1.0,900833
2,34500,1.0,902981
2,34600,1.0,905127
2,34700,1.0,907291
2,34800,1.0,909441
2,34900,1.0,911595
2,35000,1.0,913757
2,35100,1.0,915909
2,35200,1.0,918057
2,35300,1.0,920209
2,35400,1.0,922381
2,35500,1.0,924547
2,35600,1.0,926697
2,35700,1.0,928839
2,35800,1.0,931053
2,35900,1.0,933197
2,36000,1.0,935349
2,36100,1.0,937495
2,36200,1.0,939647
2,36300,1.0,941813
2,36400,1.0,943957
2,36500,1.0,946109
2,36600,1.0,948265
2,36700,1.0,950415
2,36800,1.0,952555
2,36900,1.0,955680
2,37000,1.0,957862
2,37100,1.0,960012
2,37200,1.0,962158
2,37300,1.0,964306
2,37400,1.0,966468
2,37500,1.0,968600
2,37600,1.0,970744
2,37700,1.0,972904
2,37800,1.0,975058
2,37900,1.0,977222
2,38000,1.0,979384
2,38100,1.0,981550
2,38200,1.0,983698
2,38300,1.0,985846
2,38400,1.0,988054
2,38500,1.0,990216
2,38600,1.0,992366
2,38700,1.0,994514
2,38800,1.0,996674
2,38900,1.0,998822
2,39000,1.0,1000966
2,39100,1.0,1003102
2,39200,1.0,1005268
2,39300,1.0,1007434
2,39400,1.0,1009576
2,39500,1.0,1011734
2,39600,1.0,1013961
2,39700,1.0,1016121
2,39800,1.0,1018283
2,39900,1.0,1020423
2,40000,1.0,1022563
2,40100,1.0,1024719
2,40200,1.0,1026887
2,40300,1.0,1030012
2,40400,1.0,1032186
2,40500,1.0,1034332
2,40600,1.0,1036488
2,40700,1.0,1038644
2,40800,1.0,1040800
2,40900,1.0,1043010
2,41000,1.0,1045273
2,41100,1.0,1047427
2,41200,1.0,1049585
2,41300,1.0,1051731
2,41400,1.0,1053899
2,41500,1.0,1056045
2,41600,1.0,1058195
2,41700,1.0,1060377
2,41800,1.0,1062663
2,41900,1.0,1064801
2,42000,1.0,1066955
2,42100,1.0,1069103
2,42200,1.0,1071243
2,42300,1.0,1073397
2,42400,1.0,1075547
2,42500,1.0,1077689
2,42600,1.0,1079837
2,42700,1.0,1081985
2,42800,1.0,1084131
2,42900,1.0,1086287
2,43000,1.0,1088437
2,43100,1.0,1090593
2,43200,1.0,1092761
2,43300,1.0,1095244
2,43400,1.0,1097406
2,43500,1.0,1099552
2,43600,1.0,1101710
2,43700,1.0,1103864
2,43800,1.0,1106024
2,43900,1.0,1108174
2,44000,1.0,1110324
2,44100,1.0,1112458
2,44200,1.0,1114592
2,44300,1.0,1116746
2,44400,1.0,1118898
2,44500,1.0,1121044
2,44600,1.0,1123204
2,44700,1.0,1125362
2,44800,1.0,1127560
2,44900,1.0,1129956
2,45000,1.0,1132072
2,45100,1.0,1134222
2,45200,1.0,1136436
2,45300,1.0,1138588
2,45400,1.0,1140746
2,45500,1.0,1142898
2,45600,1.0,1145058
2,45700,1.0,1147210
2,45800,1.0,1149370
2,45900,1.0,1151526
2,46000,1.0,1153706
2,46100,1.0,1155894
2,46200,1.0,1158032
2,46300,1.0,1160180
2,46400,1.0,1162328
2,46500,1.0,1164494
2,46600,1.0,1166652
2,46700,1.0,1168824
2,46800,1.0,1170966
2,46900,1.0,1173161
2,47000,1.0,1175317
2,47100,1.0,1177507
2,47200,1.0,1179699
2,47300,1.0,1181849
2,47400,1.0,1184057
2,47500,1.0,1186229
2,47600,1.0,1188385
2,47700,1.0,1190539
2,47800,1.0,1192703
2,47900,1.0,1194847
2,48000,1.0,1197015
2,48100,1.0,1199159
2,48200,1.0,1201325
2,48300,1.0,1203477
2,48400,1.0,1205641
2,48500,1.0,1207797
2,48600,1.0,1209941
2,48700,1.0,1212107
2,48800,1.0,1214261
2,48900,1.0,1216411
2,49000,1.0,1218563
2,49100,1.0,1220711
2,49200,1.0,1222875
2,49300,1.0,1225043
2,49400,1.0,1227179
2,49500,1.0,1229325
2,49600,1.0,1231465
2,49700,1.0,1233609
2,49800,1.0,1235908
2,49900,1.0,1238066
2,50000,1.0,1240315
2,50100,1.0,1242461
2,50200,1.0,1244613
2,50300,1.0,1246753
2,50400,1.0,1248923
2,50500,1.0,1251067
2,50600,1.0,1253215
2,50700,1.0,1256368
2,50800,1.0,1258512
2,50900,1.0,1260816
2,51000,1.0,1263224
2,51100,1.0,1265380
2,51200,1.0,1267544
2,51300,1.0,1269726
2,51400,1.0,1271886
2,51500,1.0,1274038
2,51600,1.0,1276198
2,51700,1.0,1278368
2,51800,1.0,1280516
2,51900,1.0,1282674
2,52000,1.0,1284838
2,52100,1.0,1286990
2,52200,1.0,1289156
2,52300,1.0,1291318
2,52400,1.0,1293472
2,52500,1.0,1295606
2,52600,1.0,1297764
2,52700,1.0,1299904
2,52800,1.0,1302058
2,52900,1.0,1304204
2,53000,1.0,1306360
2,53100,1.0,1308550
2,53200,1.0,1310704
2,53300,1.0,1312902
2,53400,1.0,1315042
2,53500,1.0,1317240
2,53600,1.0,1319388
2,53700,1.0,1321542
2,53800,1.0,1323696
2,53900,1.0,1325864
2,54000,1.0,1328032
2,54100,1.0,1330250
2,54200,1.0,1332704
2,54300,1.0,1334874
2,54400,1.0,1337036
2,54500,1.0,1339196
2,54600,1.0,1341368
2,54700,1.0,1343524
2,54800,1.0,1345708
2,54900,1.0,1347860
2,55000,1.0,1349996
2,55100,1.0,1352150
2,55200,1.0,1354310
2,55300,1.0,1356482
2,55400,1.0,1358634
2,55500,1.0,1360800
2,55600,1.0,1362950
2,55700,1.0,1365114
2,55800,1.0,1367258
2,55900,1.0,1369424
2,56000,1.0,1371570
2,56100,1.0,1374721
2,56200,1.0,1376879
2,56300,1.0,1379013
2,56400,1.0,1381161
2,56500,1.0,1383303
2,56600,1.0,1385481
2,56700,1.0,1387669
2,56800,1.0,1389839
2,56900,1.0,1391985
2,57000,1.0,1394139
2,57100,1.0,1396359
2,57200,1.0,1398571
2,57300,1.0,1400739
2,57400,1.0,1402891
2,57500,1.0,1405045
2,57600,1.0,1407195
2,57700,1.0,1409335
2,57800,1.0,1411487
2,57900,1.0,1413641
2,58000,1.0,1415807
2,58100,1.0,1417961
2,58200,1.0,1420117
2,58300,1.0,1422261
2,58400,1.0,1424417
2,58500,1.0,1426573
2,58600,1.0,1428719
2,58700,1.0,1430863
2,58800,1.0,1433013
2,58900,1.0,1435161
2,59000,1.0,1437307
2,59100,1.0,1439453
2,59200,1.0,1441609
2,59300,1.0,1443757
2,59400,1.0,1445915
2,59500,1.0,1448079
2,59600,1.0,1450231
2,59700,1.0,1452377
2,59800,1.0,1454521
2,59900,1.0,1456665
2,60000,1.0,1458833
2,60100,1.0,1460977
2,60200,1.0,1463117
2,60300,1.0,1465265
2,60400,1.0,1467427
2,60500,1.0,1469569
2,60600,1.0,1471715
2,60700,1.0,1473879
2,60800,1.0,1476047
2,60900,1.0,1478201
2,61000,1.0,1480347
2,61100,1.0,1482497
2,61200,1.0,1484643
2,61300,1.0,1486799
2,61400,1.0,1488959
2,61500,1.0,1491101
2,61600,1.0,1494242
2,61700,1.0,1496404
2,61800,1.0,1498558
2,61900,1.0,1500720
2,62000,1.0,1502896
2,62100,1.0,1505036
2,62200,1.0,1507279
2,62300,1.0,1509437
2,62400,1.0,1511577
2,62500,1.0,1513731
2,62600,1.0,1515867
2,62700,1.0,1518023
2,62800,1.0,1520167
2,62900,1.0,1522311
2,63000,1.0,1524461
2,63100,1.0,1526603
2,63200,1.0,1528751
2,63300,1.0,1530901
2,63400,1.0,1533059
2,63500,1.0,1535211
2,63600,1.0,1537363
2,63700,1.0,1539509
2,63800,1.0,1541671
2,63900,1.0,1543831
2,64000,1.0,1545977
2,64100,1.0,1548133
2,64200,1.0,1550431
2,64300,1.0,1552575
2,64400,1.0,1554717
2,64500,1.0,1556891
2,64600,1.0,1559061
2,64700,1.0,1561203
2,64800,1.0,1563371
2,64900,1.0,1565529
2,65000,1.0,1567697
2,65100,1.0,1569855
2,65200,1.0,1571991
2,65300,1.0,1574139
2,65400,1.0,1576275
2,65500,1.0,1578431
2,65600,1.0,1580587
2,65700,1.0,1582747
2,65800,1.0,1584915
2,65900,1.0,1587071
2,66000,1.0,1589213
2,66100,1.0,1591359
2,66200,1.0,1593521
2,66300,1.0,1595661
2,66400,1.0,1597811
2,66500,1.0,1599959
2,66600,1.0,1602107
2,66700,1.0,1604265
2,66800,1.0,1606403
2,66900,1.0,1608557
2,67000,1.0,1610717
2,67100,1.0,1612871
2,67200,1.0,1615035
2,67300,1.0,1617203
2,67400,1.0,1619359
2,67500,1.0,1621517
2,67600,1.0,1623681
2,67700,1.0,1625841
2,67800,1.0,1627989
2,67900,1.0,1630147
2,68000,1.0,1632309
2,68100,1.0,1634581
2,68200,1.0,1636725
2,68300,1.0,1638889
2,68400,1.0,1641051
2,68500,1.0,1643201
2,68600,1.0,1645359
2,68700,1.0,1647507
2,68800,1.0,1649669
2,68900,1.0,1651929
2,69000,1.0,1654067
2,69100,1.0,1656221
2,69200,1.0,1658379
2,69300,1.0,1660521
2,69400,1.0,1662679
2,69500,1.0,1664859
2,69600,1.0,1667005
2,69700,1.0,1669167
2,69800,1.0,1671333
2,69900,1.0,1673487
2,70000,1.0,1675647
2,70100,1.0,1677793
2,70200,1.0,1679945
2,70300,1.0,1682089
2,70400,1.0,1684241
2,70500,1.0,1686405
2,70600,1.0,1688563
2,70700,1.0,1690731
2,70800,1.0,1692879
2,70900,1.0,1695039
2,71000,1.0,1697191
2,71100,1.0,1699343
2,71200,1.0,1701503
2,71300,1.0,1703665
2,71400,1.0,1705817
2,71500,1.0,1707973
2,71600,1.0,1710131
2,71700,1.0,1712291
2,71800,1.0,1714461
2,71900,1.0,1716609
2,72000,1.0,1718763
2,72100,1.0,1720911
2,72200,1.0,1723063
2,72300,1.0,1725201
2,72400,1.0,1727357
2,72500,1.0,1729519
2,72600,1.0,1731681
2,72700,1.0,1733841
2,72800,1.0,1735993
2,72900,1.0,1738163
2,73000,1.0,1740303
2,73100,1.0,1742453
2,73200,1.0,1744603
2,73300,1.0,1746769
2,73400,1.0,1748935
2,73500,1.0,1751083
2,73600,1.0,1753249
2,73700,1.0,1755399
2,73800,1.0,1757567
2,73900,1.0,1759711
2,74000,1.0,1761865
2,74100,1.0,1764025
2,74200,1.0,1766177
2,74300,1.0,1768351
2,74400,1.0,1770495
2,74500,1.0,1772649
2,74600,1.0,1774805
2,74700,1.0,1776951
2,74800,1.0,1779107
2,74900,1.0,1781257
2,75000,1.0,1783435
2,75100,1.0,1785611
2,75200,1.0,1787779
2,75300,1.0,1789947
2,75400,1.0,1792113
2,75500,1.0,1794247
2,75600,1.0,1796405
2,75700,1.0,1798545
2,75800,1.0,1800697
2,75900,1.0,1802855
2,76000,1.0,1804993
2,76100,1.0,1807151
2,76200,1.0,1809303
2,76300,1.0,1811477
2,76400,1.0,1813639
2,76500,1.0,1815815
2,76600,1.0,1817975
2,76700,1.0,1820133
2,76800,1.0,1822277
2,76900,1.0,1824419
2,77000,1.0,1826589
2,77100,1.0,1828741
2,77200,1.0,1830973
2,77300,1.0,1833137
2,77400,1.0,1835295
2,77500,1.0,1837469
2,77600,1.0,1839615
2,77700,1.0,1841763
2,77800,1.0,1843909
2,77900,1.0,1846047
2,78000,1.0,1848195
2,78100,1.0,1850345
2,78200,1.0,1852505
2,78300,1.0,1854687
2,78400,1.0,1856851
2,78500,1.0,1858985
2,78600,1.0,1861129
2,78700,1.0,1863285
2,78800,1.0,1865435
2,78900,1.0,1867587
2,79000,1.0,1869737
2,79100,1.0,1871891
2,79200,1.0,1874051
2,79300,1.0,1876197
2,79400,1.0,1878363
2,79500,1.0,1880521
2,79600,1.0,1882685
2,79700,1.0,1884853
2,79800,1.0,1887003
2,79900,1.0,1889167
2,80000,1.0,1891335
2,80100,1.0,1893489
2,80200,1.0,1895645
2,80300,1.0,1897795
2,80400,1.0,1899935
2,80500,1.0,1902083
2,80600,1.0,1904243
2,80700,1.0,1906395
2,80800,1.0,1908553
2,80900,1.0,1910709
2,81000,1.0,1912861
2,81100,1.0,1915021
2,81200,1.0,1917173
2,81300,1.0,1919335
2,81400,1.0,1921577
2,81500,1.0,1923731
2,81600,1.0,1925885
2,81700,1.0,1928055
2,81800,1.0,1930219
2,81900,1.0,1932385
2,82000,1.0,1934533
2,82100,1.0,1936693
2,82200,1.0,1938847
2,82300,1.0,1941005
2,82400,1.0,1943167
2,82500,1.0,1945323
2,82600,1.0,1947459
2,82700,1.0,1949607
2,82800,1.0,1951743
2,82900,1.0,1953917
2,83000,1.0,1956073
2,83100,1.0,1958225
2,83200,1.0,1960389
2,83300,1.0,1962547
2,83400,1.0,1964697
2,83500,1.0,1966843
2,83600,1.0,1968989
2,83700,1.0,1971145
2,83800,1.0,1973303
2,83900,1.0,1975453
2,84000,1.0,1977623
2,84100,1.0,1979781
2,84200,1.0,1981935
2,84300,1.0,1984079
2,84400,1.0,1986237
2,84500,1.0,1988419
2,84600,1.0,1990563
2,84700,1.0,1992703
2,84800,1.0,1994843
2,84900,1.0,1996989
2,85000,1.0,1999153
