% time spent exploring,episodes,mean 100 episode reward,steps
51,100,0.9,98999
2,200,12.0,198999
2,300,78.6,298999
2,400,20.3,398999
2,500,36.1,498999
2,600,54.0,598999
2,700,32.3,698999
2,800,48.0,798999
2,900,48.9,898999
2,1000,46.4,998999
2,1100,64.0,1098999
2,1200,24.6,1198999
2,1300,22.7,1298999
2,1400,43.0,1398999
2,1500,31.0,1498999
2,1600,20.7,1598999
2,1700,16.1,1698999
2,1800,14.6,1798999
2,1900,16.6,1898999
2,2000,0.8,1998999
