# {"t_start": 1682658118.6241076, "env_id": "Craft-single-M1-v0"} 
r,l,t
0.0,1000,0.056856
0.0,1000,0.108263
0.0,1000,0.160168
0.0,1000,0.212575
0.0,1000,0.266698
0.0,1000,0.324481
0.0,1000,0.377316
0.0,1000,0.430405
0.0,1000,0.485028
1.0,1000,0.541215
0.0,1000,0.603265
0.0,1000,0.658976
0.0,1000,0.715806
5.0,1000,0.771352
0.0,1000,0.823143
4.0,1000,0.874069
0.0,1000,0.925565
2.0,1000,0.977373
1.0,1000,1.029296
0.0,1000,1.088645
0.0,1000,1.142287
1.0,1000,1.196346
1.0,1000,1.248972
0.0,1000,1.303151
0.0,1000,1.354706
0.0,1000,1.405249
0.0,1000,1.456185
0.0,1000,1.506848
1.0,0.0,1000,71.03289
0.0,1000,73.624743
0.0,1000,76.307967
0.0,1000,78.959224
0.0,1000,81.3901
1.0,1000,83.851181
0.0,1000,86.349258
0.0,1000,88.794358
0.0,1000,91.794193
0.0,1000,94.738954
1.0,1000,97.56271
0.0,1000,100.541213
1.0,1000,103.5144
0.0,1000,106.341758
1.0,1000,109.11227
6.0,1000,111.856265
0.0,1000,114.594696
1.0,1000,117.411698
1.0,1000,119.969582
1.0,1000,122.494503
1.0,1000,124.990411
1.0,1000,127.442539
0.0,1000,129.855472
1.0,1000,132.277797
0.0,1000,134.972409
0.0,1000,138.000304
0.0,1000,140.563492
1.0,1000,143.002804
1.0,1000,146.196125
1.0,1000,149.234063
1.0,1000,152.346584
1.0,1000,155.803183
1.0,1000,158.809462
0.0,1000,161.890587
3.0,1000,164.785949
1.0,1000,167.66478
0.0,1000,170.591341
1.0,1000,173.436433
3.0,1000,176.114355
1.0,1000,178.774238
1.0,1000,181.617011
9.0,1000,184.641681
5.0,1000,187.670513
4.0,1000,190.693276
0.0,1000,193.7446
2.0,1000,196.60311
3.0,1000,199.421543
6.0,1000,202.292291
0.0,1000,205.052857
1.0,1000,207.944657
0.0,1000,211.0921
3.0,1000,214.100303
1.0,1000,216.934832
0.0,1000,219.877715
4.0,1000,222.9991
5.0,1000,225.929164
10.0,1000,228.761634
3.0,1000,231.614031
8.0,1000,234.316916
0.0,1000,237.14874
1.0,1000,240.517482
0.0,1000,243.559821
25.0,1000,246.59601
40.0,1000,250.045169
0.0,1000,252.790592
154.0,1000,255.501741
79.0,1000,258.171808
123.0,1000,260.526168
85.0,1000,262.855021
88.0,1000,265.11116
0.0,1000,267.386574
108.0,1000,269.668853
78.0,1000,271.974161
0.0,1000,275.033038
0.0,1000,277.715863
0.0,1000,280.353918
0.0,1000,283.277591
202.0,1000,286.673674
136.0,1000,289.764485
0.0,1000,292.849381
140.0,1000,295.97305
211.0,1000,299.232878
87.0,1000,302.38759
243.0,1000,305.538104
152.0,1000,308.422502
65.0,1000,311.420399
86.0,1000,314.296156
0.0,1000,317.275526
95.0,1000,320.009872
177.0,1000,322.826272
0.0,1000,326.19598
183.0,1000,329.59249
109.0,1000,333.140321
255.0,1000,336.992346
246.0,1000,340.835364
283.0,1000,344.445826
1.0,1000,347.842806
177.0,1000,351.124993
112.0,1000,354.482089
0.0,1000,357.728116
300.0,1000,361.813374
72.0,1000,365.933198
0.0,1000,370.590158
0.0,1000,374.878117
0.0,1000,379.473114
228.0,1000,383.442987
0.0,1000,387.49426
0.0,1000,391.672629
0.0,1000,395.774026
165.0,1000,400.606957
0.0,1000,405.329755
254.0,1000,409.552266
53.0,1000,413.54939
181.0,1000,417.668569
0.0,1000,421.580024
303.0,1000,426.467368
1.0,1000,430.884452
0.0,1000,435.06979
298.0,1000,439.239775
139.0,1000,444.263067
14.0,1000,448.386786
0.0,1000,452.285563
145.0,1000,456.191159
364.0,1000,460.215956
0.0,1000,464.200937
132.0,1000,468.252418
353.0,1000,472.244615
351.0,1000,476.229949
374.0,1000,480.02605
294.0,1000,483.355373
271.0,1000,486.682629
261.0,1000,489.978524
304.0,1000,493.341156
338.0,1000,496.69032
0.0,1000,500.031094
177.0,1000,503.350598
0.0,1000,506.650054
0.0,1000,509.94559
314.0,1000,512.979748
0.0,1000,515.892894
0.0,1000,518.739484
0.0,1000,521.574344
0.0,1000,524.438341
0.0,1000,527.288151
0.0,1000,530.086956
303.0,1000,532.983149
240.0,1000,535.773146
0.0,1000,538.606899
0.0,1000,541.410014
203.0,1000,544.008976
0.0,1000,546.494771
0.0,1000,548.992979
295.0,1000,551.479333
171.0,1000,553.950126
371.0,1000,556.492939
302.0,1000,558.998349
273.0,1000,561.514705
0.0,1000,563.981244
388.0,1000,566.46089
178.0,1000,568.807927
273.0,1000,571.077986
270.0,1000,573.355888
0.0,1000,575.610063
0.0,1000,577.876469
0.0,1000,580.148765
312.0,1000,582.421546
11.0,1000,584.680663
0.0,1000,586.938593
0.0,1000,589.199822
192.0,1000,591.701485
0.0,1000,594.184267
309.0,1000,596.634655
0.0,1000,598.934623
0.0,1000,601.463246
0.0,1000,604.031948
0.0,1000,606.375963
429.0,1000,608.64383
251.0,1000,610.98705
0.0,1000,613.510087
0.0,1000,615.857379
0.0,1000,618.346028
0.0,1000,620.668749
0.0,1000,623.202669
0.0,1000,625.645616
371.0,1000,628.132852
467.0,1000,630.81199
0.0,1000,633.183507
0.0,1000,635.581478
341.0,1000,637.931116
451.0,1000,640.595827
95.0,1000,643.014384
0.0,1000,645.688227
0.0,1000,648.245908
301.0,1000,650.756954
0.0,1000,653.484606
0.0,1000,656.010077
0.0,1000,658.463188
0.0,1000,661.194514
0.0,1000,663.717118
329.0,1000,666.305307
0.0,1000,668.61182
0.0,1000,671.024437
0.0,1000,673.501357
0.0,1000,675.815655
0.0,1000,678.282552
0.0,1000,680.883912
64.0,1000,683.484951
0.0,1000,685.756052
0.0,1000,688.21524
316.0,1000,691.043241
0.0,1000,693.607677
0.0,1000,695.902689
96.0,1000,698.185142
0.0,1000,700.472012
71.0,1000,703.059474
460.0,1000,705.473885
161.0,1000,707.875421
0.0,1000,710.755385
0.0,1000,713.108352
140.0,1000,715.39662
206.0,1000,717.968696
0.0,1000,720.463526
0.0,1000,722.961869
0.0,1000,725.587268
0.0,1000,728.061217
214.0,1000,730.411261
354.0,1000,732.951872
0.0,1000,735.463782
0.0,1000,737.783858
0.0,1000,740.124554
0.0,1000,742.409147
0.0,1000,744.843994
317.0,1000,747.211107
0.0,1000,749.81902
0.0,1000,752.340274
0.0,1000,754.805648
0.0,1000,757.073081
0.0,1000,759.34014
0.0,1000,761.611786
138.0,1000,763.882263
227.0,1000,766.147705
0.0,1000,768.410131
172.0,1000,770.670808
0.0,1000,772.929345
0.0,1000,775.185934
0.0,1000,777.443555
0.0,1000,779.70505
0.0,1000,781.963249
0.0,1000,784.219971
0.0,1000,786.484333
0.0,1000,788.740545
0.0,1000,791.007342
0.0,1000,793.269886
458.0,1000,795.527137
0.0,1000,797.786295
0.0,1000,800.044947
0.0,1000,802.302831
0.0,1000,804.575403
350.0,1000,806.856663
0.0,1000,809.125955
386.0,1000,811.390416
0.0,1000,813.653557
141.0,1000,815.912369
0.0,1000,818.1734
0.0,1000,820.59982
428.0,1000,823.058523
0.0,1000,825.326129
0.0,1000,827.59068
232.0,1000,829.861746
0.0,1000,832.131254
458.0,1000,834.399309
0.0,1000,836.664587
177.0,1000,839.374285
0.0,1000,842.227344
0.0,1000,845.215791
0.0,1000,848.294811
0.0,1000,851.295017
175.0,1000,854.352592
0.0,1000,857.598129
0.0,1000,860.662747
0.0,1000,863.768992
0.0,1000,866.929972
0.0,1000,870.097459
0.0,1000,873.064432
0.0,1000,875.936524
0.0,1000,878.817364
0.0,1000,881.867568
0.0,1000,885.082154
420.0,1000,888.044014
0.0,1000,890.900753
396.0,1000,894.072585
0.0,1000,897.18214
435.0,1000,900.067447
0.0,1000,903.016358
213.0,1000,906.087226
71.0,1000,909.175695
0.0,1000,912.395458
1.0,1000,915.45663
424.0,1000,918.431004
0.0,1000,921.444664
0.0,1000,924.675338
353.0,1000,927.968935
0.0,1000,931.013996
0.0,1000,933.960242
136.0,1000,937.087775
1.0,1000,940.158108
128.0,1000,943.096056
0.0,1000,945.948501
0.0,1000,948.901156
312.0,1000,951.881134
0.0,1000,954.919951
0.0,1000,958.072025
293.0,1000,961.022986
454.0,1000,964.027199
0.0,1000,966.851653
0.0,1000,969.670026
0.0,1000,972.504258
0.0,1000,975.319432
0.0,1000,978.143698
0.0,1000,980.959489
0.0,1000,983.795553
0.0,1000,986.645224
178.0,1000,989.492818
0.0,1000,992.350075
0.0,1000,995.195835
0.0,1000,998.051378
0.0,1000,1000.886295
1.0,1000,1003.734747
0.0,1000,1006.557386
434.0,1000,1009.383223
447.0,1000,1012.200275
0.0,1000,1015.03081
0.0,1000,1017.86085
0.0,1000,1020.695066
458.0,1000,1023.524036
83.0,1000,1026.358125
0.0,1000,1029.182331
0.0,1000,1031.996823
0.0,1000,1034.820716
0.0,1000,1037.635195
0.0,1000,1040.479324
410.0,1000,1043.298378
287.0,1000,1046.118757
0.0,1000,1048.938218
0.0,1000,1051.783952
0.0,1000,1054.600137
0.0,1000,1057.422837
0.0,1000,1060.268802
0.0,1000,1063.082958
0.0,1000,1065.910041
0.0,1000,1068.739499
0.0,1000,1071.565013
0.0,1000,1074.401757
0.0,1000,1077.227502
0.0,1000,1080.048512
15.0,1000,1082.880502
0.0,1000,1085.708324
0.0,1000,1088.528099
39.0,1000,1091.355831
415.0,1000,1094.177521
0.0,1000,1096.999643
0.0,1000,1099.833605
0.0,1000,1102.662369
0.0,1000,1105.475559
0.0,1000,1108.298791
0.0,1000,1111.131419
16.0,1000,1113.94838
0.0,1000,1116.761145
40.0,1000,1119.596817
456.0,1000,1122.428942
210.0,1000,1125.333519
0.0,1000,1128.224391
10.0,1000,1131.13309
260.0,1000,1133.960026
0.0,1000,1136.786061
0.0,1000,1139.619561
0.0,1000,1142.45405
258.0,1000,1145.312178
0.0,1000,1148.138618
301.0,1000,1150.970845
0.0,1000,1153.810871
0.0,1000,1156.659332
422.0,1000,1159.508202
0.0,1000,1162.347056
465.0,1000,1165.182344
179.0,1000,1168.020657
0.0,1000,1170.86325
0.0,1000,1173.724033
0.0,1000,1176.553689
0.0,1000,1179.390839
454.0,1000,1182.226457
0.0,1000,1185.060436
184.0,1000,1187.896874
0.0,1000,1190.725015
45.0,1000,1193.553762
427.0,1000,1196.374124
228.0,1000,1199.203929
0.0,1000,1202.038264
0.0,1000,1204.858558
0.0,1000,1207.693003
0.0,1000,1210.510151
0.0,1000,1213.377785
0.0,1000,1216.256943
0.0,1000,1219.095337
0.0,1000,1221.938854
0.0,1000,1224.768625
0.0,1000,1227.600309
446.0,1000,1230.421329
0.0,1000,1233.247183
0.0,1000,1236.06782
0.0,1000,1238.892274
449.0,1000,1241.71772
0.0,1000,1244.534566
0.0,1000,1247.353171
0.0,1000,1250.179045
0.0,1000,1253.01444
0.0,1000,1255.845108
0.0,1000,1258.683935
0.0,1000,1261.508067
0.0,1000,1264.381735
0.0,1000,1267.216101
381.0,1000,1270.04977
0.0,1000,1272.881939
0.0,1000,1275.716683
0.0,1000,1278.546029
0.0,1000,1281.388623
0.0,1000,1284.234735
184.0,1000,1287.077877
0.0,1000,1289.932801
151.0,1000,1292.782103
453.0,1000,1295.637123
0.0,1000,1298.483477
187.0,1000,1301.341325
39.0,1000,1304.193796
0.0,1000,1307.021053
0.0,1000,1309.846488
0.0,1000,1312.679672
150.0,1000,1315.515079
0.0,1000,1318.350695
183.0,1000,1321.177614
0.0,1000,1324.015495
0.0,1000,1326.844141
0.0,1000,1329.661285
0.0,1000,1332.487616
76.0,1000,1335.317853
179.0,1000,1338.147662
0.0,1000,1340.995254
0.0,1000,1343.81902
77.0,1000,1346.645516
20.0,1000,1349.46654
