% time spent exploring,episodes,mean 100 episode reward,steps
9,10000,1.0,,,,
19,20000,12.0,,,,
29,30000,3.0,,,,
39,40000,3.0,,,,
49,50000,65.0,,,,
59,60000,21.0,,,,
69,70000,299.0,,,,
79,80000,187.0,,,,
89,90000,11.0,,,,
99,100000,283.0,,,,
109,110000,804.0,,,,
119,120000,406.0,,,,
129,130000,512.0,,,,
139,140000,774.0,,,,
149,150000,878.0,,,,
159,160000,852.0,,,,
169,170000,1425.0,,,,
179,180000,1555.0,,,,
189,190000,1239.0,,,,
199,200000,1270.0,,,,
209,210000,1740.0,,,,
219,220000,1141.0,,,,
229,230000,956.0,,,,
239,240000,2367.0,,,,
249,250000,1095.0,,,,
259,260000,2210.0,,,,
269,270000,1447.0,,,,
279,280000,2159.0,,,,
289,290000,1531.0,,,,
299,300000,2125.0,,,,
309,310000,1706.0,,,,
319,320000,1945.0,,,,
329,330000,1987.0,,,,
339,340000,2427.0,,,,
349,350000,2281.0,,,,
359,360000,2276.0,,,,
369,370000,2593.0,,,,
379,380000,2379.0,,,,
389,390000,1822.0,,,,
399,400000,2822.0,,,,
409,410000,2248.0,,,,
419,420000,2101.0,,,,
429,430000,2981.0,,,,
439,440000,2451.0,,,,
449,450000,2237.0,,,,
459,460000,2795.0,,,,
469,470000,3062.0,,,,
479,480000,2456.0,,,,
489,490000,2674.0,,,,
499,500000,2568.0,,,,
509,510000,2262.0,,,,
519,520000,2863.0,,,,
529,530000,2221.0,,,,
539,540000,2862.0,,,,
549,550000,2887.0,,,,
559,560000,3134.0,,,,
569,570000,2240.0,,,,
579,580000,3026.0,,,,
589,590000,2829.0,,,,
599,600000,2388.0,,,,
609,610000,2829.0,,,,
619,620000,3312.0,,,,
629,630000,2882.0,,,,
639,640000,2742.0,,,,
649,650000,3400.0,,,,
659,660000,2728.0,,,,
669,670000,2715.0,,,,
679,680000,3031.0,,,,
689,690000,2917.0,,,,
699,700000,3240.0,,,,
709,710000,3044.0,,,,
719,720000,2960.0,,,,
729,730000,3252.0,,,,
739,740000,3044.0,,,,
749,750000,3155.0,,,,
759,760000,3296.0,,,,
769,770000,2858.0,,,,
779,780000,3517.0,,,,
789,790000,2942.0,,,,
799,800000,2910.0,,,,
809,810000,2961.0,,,,
819,820000,3204.0,,,,
829,830000,3267.0,,,,
839,840000,3313.0,,,,
849,850000,3000.0,,,,
859,860000,2433.0,,,,
869,870000,3114.0,,,,
879,880000,3041.0,,,,
889,890000,3369.0,,,,
899,900000,3320.0,,,,
909,910000,3259.0,,,,
919,920000,3564.0,,,,
929,930000,2937.0,,,,
939,940000,3323.0,,,,
949,950000,3171.0,,,,
959,960000,3261.0,,,,
969,970000,3401.0,,,,
979,980000,3192.0,,,,
989,990000,3549.0,,,,
999,1000000,2671.0,,,,
1009,1010000,3502.0,,,,
1019,1020000,3601.0,,,,
1029,1030000,3688.0,,,,
1039,1040000,3848.0,,,,
1049,1050000,3128.0,,,,
1059,1060000,3313.0,,,,
1069,1070000,2863.0,,,,
1079,1080000,3529.0,,,,
1089,1090000,3787.0,,,,
1099,1100000,3426.0,,,,
1109,1110000,3681.0,,,,
1119,1120000,3171.0,,,,
1129,1130000,3035.0,,,,
1139,1140000,3959.0,,,,
1149,1150000,3600.0,,,,
1159,1160000,3454.0,,,,
1169,1170000,3648.0,,,,
1179,1180000,3251.0,,,,
1189,1190000,3166.0,,,,
1199,1200000,3906.0,,,,
1209,1210000,3579.0,,,,
1219,1220000,3047.0,,,,
1229,1230000,3464.0,,,,
1239,1240000,3726.0,,,,
1249,1250000,3280.0,,,,
1259,1260000,3401.0,,,,
1269,1270000,3587.0,,,,
1279,1280000,3560.0,,,,
1289,1290000,3386.0,,,,
51,100,8.2,98999
2,200,128.2,198999
2,300,84.2,298999
2,400,74.8,398999
2,500,75.3,498999
2,600,95.9,598999
2,700,101.8,698999
2,800,88.9,798999
2,900,79.4,898999
2,1000,87.7,998999
2,1100,89.8,1098999
2,1200,88.5,1198999
2,1300,95.5,1298999
2,1400,100.4,1398999
2,1500,83.7,1498999
2,1600,98.8,1598999
2,1700,93.3,1698999
2,1800,77.6,1798999
2,1900,73.9,1898999
2,2000,90.3,1998999
