# {"t_start": 1682658327.8677793, "env_id": "Craft-single-M1-v0"} 
r,l,t
0.0,1000,0.063309
0.0,1000,0.125662
0.0,1000,0.188823
0.0,1000,0.252066
0.0,1000,0.315468
0.0,1000,0.378239
0.0,1000,0.442135
0.0,1000,0.508356
0.0,1000,0.570811
0.0,1000,0.637101
0.0,1000,0.70484
0.0,1000,0.773625
0.0,1000,0.877088
0.0,1000,0.980902
0.0,1000,1.085299
0.0,1000,1.191035
0.0,1000,1.297103
0.0,1000,1.402832
0.0,1000,1.469581
0.0,1000,1.532934
0.0,1000,1.601138
0.0,1000,1.670028
0.0,1000,1.73335
0.0,1000,1.798271
0.0,1000,1.861122
0.0,1000,1.928429
0.0,1000,1.993952
0.0,1000,2.05798
0.0,1000,2.120528
0.0,1000,2.183519
0.0,1000,2.245286
0.0,1000,2.306242
0.0,1000,2.370741
0.0,1000,2.435028
0.0,1000,2.500019
0.0,1000,2.563102
0.0,1000,2.626273
0.0,1000,2.690549
0.0,1000,2.75388
0.0,1000,2.818959
2.0,1000,2.881124
0.0,1000,2.945362
0.0,1000,3.007858
0.0,1000,3.071614
0.0,1000,3.133628
0.0,1000,3.196558
0.0,1000,3.259704
0.0,1000,3.331289
0.0,1000,3.434015
0.0,1000,3.509943
0.0,1000,3.5783
0.0,1000,3.648784
0.0,1000,3.718499
0.0,1000,3.789584
0.0,1000,3.854884
0.0,1000,3.923537
0.0,1000,3.991709
2.0,1000,4.057331
0.0,1000,4.124554
0.0,1000,4.191992
0.0,1000,4.260895
0.0,1000,4.331133
0.0,1000,4.397254
0.0,1000,4.467042
0.0,1000,4.536338
0.0,1000,4.607384
0.0,1000,4.671683
0.0,1000,4.740686
0.0,1000,4.805342
0.0,1000,4.870978
0.0,1000,4.93716
0.0,1000,5.002574
0.0,1000,5.068591
0.0,1000,5.13332
0.0,1000,5.201652
0.0,1000,5.27134
0.0,1000,5.339324
0.0,1000,5.406293
0.0,1000,5.48929
0.0,1000,5.554933
0.0,1000,5.623581
0.0,1000,5.690264
0.0,1000,5.7564
0.0,1000,5.823208
0.0,1000,5.887471
0.0,1000,5.954724
0.0,1000,6.019401
0.0,1000,6.085833
0.0,1000,6.152421
0.0,1000,6.221852
0.0,1000,6.292778
0.0,1000,6.357944
0.0,1000,6.423807
0.0,1000,6.490247
0.0,1000,6.563467
0.0,1000,6.630602
0.0,1000,6.696045
0.0,1000,6.763705
0.0,1000,6.831435
0.0,1000,6.919014
0.0,1000,6.985
0.0,1000,7.055832
0.0,1000,7.123386
0.0,1000,7.193709
0.0,1000,7.263917
0.0,1000,7.334487
0.0,1000,7.403471
0.0,1000,7.476307
0.0,1000,7.554496
0.0,1000,7.64152
0.0,1000,7.734672
0.0,1000,7.808573
0.0,1000,7.883707
0.0,1000,7.958664
0.0,1000,8.029875
0.0,1000,8.100285
0.0,1000,8.177123
0.0,1000,8.257615
0.0,1000,8.337918
0.0,1000,8.416997
0.0,1000,8.48559
0.0,1000,8.556363
0.0,1000,8.632136
0.0,1000,8.720783
0.0,1000,8.791476
0.0,1000,8.856676
0.0,1000,8.924943
0.0,1000,8.997995
0.0,1000,9.070693
0.0,1000,9.143551
0.0,1000,9.213139
0.0,1000,9.280574
0.0,1000,9.345701
0.0,1000,9.412081
0.0,1000,9.48261
0.0,1000,9.552546
0.0,1000,9.618805
0.0,1000,9.68423
0.0,1000,9.749561
0.0,1000,9.816849
0.0,1000,9.88595
0.0,1000,9.952559
0.0,1000,10.028352
0.0,1000,10.101199
0.0,1000,10.191556
0.0,1000,10.265059
0.0,1000,10.331624
0.0,1000,10.402521
0.0,1000,10.473183
0.0,1000,10.544783
0.0,1000,10.61542
0.0,1000,10.687432
0.0,1000,10.753432
0.0,1000,10.821205
0.0,1000,10.892582
0.0,1000,10.961
0.0,1000,11.02602
0.0,1000,11.093511
0.0,1000,11.159426
0.0,1000,11.227324
0.0,1000,11.295177
0.0,1000,11.360743
0.0,1000,11.430043
0.0,1000,11.496836
0.0,1000,11.56245
0.0,1000,11.627439
0.0,1000,11.69243
0.0,1000,11.757225
0.0,1000,11.826726
0.0,1000,11.898411
0.0,1000,11.965747
0.0,1000,12.035653
0.0,1000,12.10419
0.0,1000,12.176623
0.0,1000,12.250396
0.0,1000,12.318969
0.0,1000,12.385591
0.0,1000,12.455076
0.0,1000,12.521183
0.0,1000,12.58635
0.0,1000,12.656347
0.0,1000,12.724908
0.0,1000,12.789407
0.0,1000,12.85577
0.0,1000,12.922481
0.0,1000,12.99312
0.0,1000,13.063764
0.0,1000,13.131894
0.0,1000,13.198951
0.0,1000,13.266122
0.0,1000,13.333927
0.0,1000,13.399901
0.0,1000,13.471289
0.0,1000,13.53981
0.0,1000,13.60553
0.0,1000,13.672381
0.0,1000,13.749999
0.0,1000,13.830307
0.0,1000,13.897136
0.0,1000,13.969416
0.0,1000,14.041293
0.0,1000,14.110142
0.0,1000,14.175029
0.0,1000,14.245405
0.0,1000,14.31484
0.0,1000,14.388238
0.0,1000,14.456992
0.0,1000,14.521102
0.0,1000,14.592387
0.0,1000,14.658932
0.0,1000,14.725945
0.0,1000,14.792217
0.0,1000,14.862857
0.0,1000,14.928209
0.0,1000,14.995864
0.0,1000,15.060799
0.0,1000,15.125814
0.0,1000,15.19243
0.0,1000,15.256056
0.0,1000,15.319256
0.0,1000,15.385232
0.0,1000,15.454912
0.0,1000,15.526665
0.0,1000,15.596365
0.0,1000,15.666516
0.0,1000,15.734944
0.0,1000,15.801118
0.0,1000,15.868994
0.0,1000,15.936101
0.0,1000,16.004446
0.0,1000,16.072696
0.0,1000,16.142527
0.0,1000,16.21295
0.0,1000,16.281753
0.0,1000,16.348023
0.0,1000,16.415129
0.0,1000,16.482728
0.0,1000,16.593283
0.0,1000,16.706378
0.0,1000,16.793285
0.0,1000,16.870532
0.0,1000,16.943403
0.0,1000,17.012825
0.0,1000,17.079289
0.0,1000,17.145801
0.0,1000,17.215519
0.0,1000,17.287958
0.0,1000,17.362753
0.0,1000,17.440486
0.0,1000,17.513433
0.0,1000,17.584539
0.0,1000,17.651541
0.0,1000,17.723579
0.0,1000,17.790679
0.0,1000,17.859294
0.0,1000,17.927194
0.0,1000,17.995691
0.0,1000,18.062181
0.0,1000,18.133785
0.0,1000,18.201209
0.0,1000,18.268664
0.0,1000,18.338463
0.0,1000,18.408621
0.0,1000,18.478461
0.0,1000,18.543487
0.0,1000,18.611909
0.0,1000,18.678131
0.0,1000,18.745814
0.0,1000,18.81045
0.0,1000,18.877455
0.0,1000,18.946006
0.0,1000,19.012712
0.0,1000,19.079095
0.0,1000,19.147099
0.0,1000,19.216894
0.0,1000,19.28497
0.0,1000,19.350766
0.0,1000,19.423561
0.0,1000,19.493954
0.0,1000,19.564486
0.0,1000,19.633368
