% time spent exploring,episodes,mean 100 episode reward,steps
51,100,0.0,98201
3,200,0.0,197186
2,300,0.0,297186
2,400,0.0,396365
2,500,0.0,494982
2,600,0.1,593630
2,700,0.1,692593
2,800,0.0,791643
2,900,0.0,890853
2,1000,0.0,990036
2,1100,0.0,1089447
2,1200,0.2,1181980
2,1300,0.2,1276323
2,1400,0.1,1373868
2,1500,0.1,1471691
2,1600,0.0,1571565
2,1700,0.0,1671307
2,1800,0.1,1768980
2,1900,0.0,1868534
2,2000,0.0,1968000
