# {"t_start": 1682658333.533739, "env_id": "Craft-single-M1-v0"} 
r,l,t
0.0,1000,0.054341
33.0,1000,0.109395
0.0,1000,0.162505
0.0,1000,0.217049
2.0,1000,0.273757
0.0,1000,0.32898
0.0,1000,0.383077
0.0,1000,0.436814
0.0,1000,0.492975
2.0,1000,0.547169
0.0,1000,0.610633
0.0,1000,0.662611
2.0,1000,0.71716
0.0,1000,0.770635
0.0,1000,0.822877
0.0,1000,0.873704
0.0,1000,0.930257
0.0,1000,0.982639
2.0,1000,1.037246
0.0,1000,1.093719
0.0,1000,1.150517
0.0,1000,1.21749
0.0,1000,1.283155
0.0,1000,1.336594
0.0,1000,1.396352
0.0,1000,1.449741
0.0,1000,1.513194
0.0,1000,1.568661
0.0,1000,1.625042
0.0,1000,1.682962
2.0,1000,1.740835
0.0,1000,1.80363
2.0,1000,1.864024
0.0,1000,1.932724
2.0,1000,2.004901
0.0,1000,2.068962
0.0,1000,2.143724
0.0,1000,2.219517
160.0,1000,2.285523
0.0,1000,2.341187
0.0,1000,2.399094
0.0,1000,2.457819
2.0,1000,2.519169
0.0,1000,2.578783
0.0,1000,2.643071
0.0,1000,2.712977
0.0,1000,2.774822
0.0,1000,2.837375
0.0,1000,2.90024
0.0,1000,2.961223
0.0,1000,3.033032
2.0,1000,3.104415
0.0,1000,3.164051
0.0,1000,3.22174
0.0,1000,3.281513
0.0,1000,3.340794
0.0,1000,3.399319
0.0,1000,3.454203
0.0,1000,3.510579
0.0,1000,3.564464
0.0,1000,3.618613
0.0,1000,3.67663
0.0,1000,3.729093
2.0,1000,3.784824
0.0,1000,3.84021
0.0,1000,3.900674
0.0,1000,3.954922
0.0,1000,4.014411
0.0,1000,4.069297
0.0,1000,4.121514
0.0,1000,4.174846
2.0,1000,4.228943
0.0,1000,4.28177
0.0,1000,4.334724
0.0,1000,4.390496
0.0,1000,4.448585
0.0,1000,4.509012
0.0,1000,4.567533
0.0,1000,4.627357
0.0,1000,4.686658
0.0,1000,4.741925
2.0,1000,4.796985
2.0,1000,4.85193
0.0,1000,4.906791
0.0,1000,4.960652
2.0,1000,5.017544
0.0,1000,5.075227
0.0,1000,5.130167
0.0,1000,5.184987
2.0,1000,5.241924
0.0,1000,5.302961
2.0,1000,5.36602
0.0,1000,5.427188
0.0,1000,5.491036
2.0,1000,5.551433
2.0,1000,5.606085
27.0,1000,5.660961
0.0,1000,5.717752
0.0,1000,5.771759
0.0,1000,5.824784
0.0,1000,5.880141
0.0,1000,5.935055
0.0,1000,5.9937
0.0,1000,6.045811
0.0,1000,6.10094
0.0,1000,6.152962
0.0,1000,6.208731
0.0,1000,6.266351
0.0,1000,6.327481
0.0,1000,6.387998
3.0,1000,6.44883
2.0,1000,6.510778
0.0,1000,6.567127
0.0,1000,6.624747
0.0,1000,6.682096
2.0,1000,6.74476
79.0,1000,6.804189
0.0,1000,6.861645
6.0,1000,6.918639
0.0,1000,6.977122
2.0,1000,7.033382
0.0,1000,7.086964
0.0,1000,7.141722
0.0,1000,7.196127
0.0,1000,7.252088
0.0,1000,7.306342
0.0,1000,7.363062
0.0,1000,7.419158
2.0,1000,7.478651
0.0,1000,7.534625
2.0,1000,7.587441
0.0,1000,7.641696
0.0,1000,7.699652
0.0,1000,7.7589
15.0,1000,7.816863
0.0,1000,7.870371
0.0,1000,7.925643
0.0,1000,7.983774
0.0,1000,8.04126
2.0,1000,8.111607
0.0,1000,8.179377
0.0,1000,8.23681
0.0,1000,8.293265
0.0,1000,8.352182
0.0,1000,8.406795
0.0,1000,8.465376
0.0,1000,8.525815
0.0,1000,8.580783
216.0,1000,8.63833
0.0,1000,8.692891
0.0,1000,8.749058
0.0,1000,8.802869
149.0,1000,8.85782
0.0,1000,8.914274
0.0,1000,8.969163
0.0,1000,9.025596
2.0,1000,9.080029
2.0,1000,9.133201
0.0,1000,9.188112
202.0,1000,9.242807
0.0,1000,9.296625
0.0,1000,9.352189
0.0,1000,9.407891
0.0,1000,9.462209
0.0,1000,9.518783
0.0,1000,9.575797
2.0,1000,9.633723
0.0,1000,9.688919
0.0,1000,9.745411
95.0,1000,9.807348
2.0,1000,9.871675
0.0,1000,9.929712
2.0,1000,9.993109
0.0,1000,10.055808
0.0,1000,10.113074
0.0,1000,10.167301
0.0,1000,10.226015
0.0,1000,10.284621
2.0,1000,10.343356
0.0,1000,10.39762
0.0,1000,10.453251
0.0,1000,10.51124
2.0,1000,10.571193
0.0,1000,10.627212
2.0,1000,10.681868
2.0,1000,10.737668
0.0,1000,10.794785
0.0,1000,10.851535
0.0,1000,10.90871
0.0,1000,10.971395
229.0,1000,11.030591
2.0,1000,11.087031
2.0,1000,11.145627
2.0,1000,11.208976
2.0,1000,11.27113
0.0,1000,11.330229
0.0,1000,11.385649
115.0,1000,11.439217
2.0,1000,11.494647
0.0,1000,11.54937
0.0,1000,11.60618
2.0,1000,11.670087
90.0,1000,11.742913
0.0,1000,11.816486
0.0,1000,11.875593
0.0,1000,11.932301
0.0,1000,11.989772
0.0,1000,12.043899
56.0,1000,12.098832
0.0,1000,12.158235
0.0,1000,12.214368
0.0,1000,12.270761
2.0,1000,12.32495
2.0,1000,12.379591
2.0,1000,12.433854
0.0,1000,12.491206
2.0,1000,12.546088
0.0,1000,12.601587
0.0,1000,12.656981
0.0,1000,12.714733
2.0,1000,12.769835
2.0,1000,12.826991
2.0,1000,12.882568
0.0,1000,12.935794
2.0,1000,12.990712
0.0,1000,13.048452
0.0,1000,13.104488
0.0,1000,13.16412
2.0,1000,13.219348
93.0,1000,13.278109
2.0,1000,13.33695
2.0,1000,13.397637
0.0,1000,13.458471
0.0,1000,13.517267
0.0,1000,13.57373
356.0,1000,13.629227
2.0,1000,13.687338
27.0,1000,13.742723
0.0,1000,13.802294
0.0,1000,13.858523
2.0,1000,13.920835
0.0,1000,13.980865
0.0,1000,14.036668
202.0,1000,14.09226
2.0,1000,14.147928
262.0,1000,14.209465
0.0,1000,14.265175
0.0,1000,14.341332
2.0,1000,14.402053
0.0,1000,14.461938
2.0,1000,14.53839
0.0,1000,14.607942
0.0,1000,14.678829
216.0,1000,14.73642
2.0,1000,14.797204
2.0,1000,14.855921
92.0,1000,14.917716
78.0,1000,14.978734
80.0,1000,15.040137
0.0,1000,15.102735
2.0,1000,15.158416
196.0,1000,15.214115
162.0,1000,15.272511
2.0,1000,15.329987
2.0,1000,15.391662
69.0,1000,15.449284
2.0,1000,15.505167
0.0,1000,15.566735
2.0,1000,15.626823
2.0,1000,15.682024
0.0,1000,15.741162
0.0,1000,15.798401
0.0,1000,15.854329
381.0,1000,15.907485
0.0,1000,15.961117
0.0,1000,16.014611
302.0,1000,16.073521
0.0,1000,16.128013
290.0,1000,16.180402
76.0,1000,16.231796
0.0,1000,16.285634
2.0,1000,16.338021
136.0,1000,16.392834
240.0,1000,16.446387
0.0,1000,16.506655
0.0,1000,16.562866
51.0,1000,16.6197
2.0,1000,16.673232
2.0,1000,16.72527
2.0,1000,16.786109
2.0,1000,16.841971
2.0,1000,16.901631
2.0,1000,16.957867
0.0,1000,17.015342
248.0,1000,17.069808
270.0,1000,17.121252
52.0,1000,17.1748
231.0,1000,17.229676
0.0,1000,17.288617
7.0,1000,17.344142
0.0,1000,17.401897
0.0,1000,17.455401
237.0,1000,17.509392
0.0,1000,17.565155
2.0,1000,17.620439
2.0,1000,17.674021
2.0,1000,17.726495
294.0,1000,17.78191
0.0,1000,17.834524
121.0,1000,17.895519
0.0,1000,17.951029
0.0,1000,18.005303
252.0,1000,18.066849
9.0,1000,18.123455
82.0,1000,18.179036
0.0,1000,18.22999
2.0,1000,18.294852
299.0,1000,18.351023
159.0,1000,18.408806
118.0,1000,18.472522
105.0,1000,18.526232
2.0,1000,18.588389
177.0,1000,18.648738
0.0,1000,18.703733
0.0,1000,18.767741
2.0,1000,18.837098
272.0,1000,18.920963
0.0,1000,18.977425
224.0,1000,19.032775
0.0,1000,19.095553
2.0,1000,19.156369
40.0,1000,19.218046
220.0,1000,19.275281
122.0,1000,19.328016
188.0,1000,19.393594
2.0,1000,19.451887
0.0,1000,19.509514
2.0,1000,19.566795
2.0,1000,19.628754
0.0,1000,19.687537
250.0,1000,19.745557
2.0,1000,19.80449
0.0,1000,19.871408
3.0,1000,19.934449
217.0,1000,19.989475
219.0,1000,20.043225
0.0,1000,20.094269
0.0,1000,20.148099
2.0,1000,20.20208
0.0,1000,20.25439
293.0,1000,20.306889
0.0,1000,20.359236
2.0,1000,20.410051
57.0,1000,20.462106
58.0,1000,20.516173
2.0,1000,20.569793
22.0,1000,20.628682
2.0,1000,20.681602
0.0,1000,20.733243
0.0,1000,20.787076
0.0,1000,20.842427
219.0,1000,20.892293
282.0,1000,20.949984
2.0,1000,21.006629
263.0,1000,21.061516
2.0,1000,21.116987
117.0,1000,21.17092
305.0,1000,21.223167
0.0,1000,21.278015
34.0,1000,21.333676
2.0,1000,21.386466
0.0,1000,21.438635
340.0,1000,21.493071
0.0,1000,21.551993
0.0,1000,21.604764
224.0,1000,21.65735
164.0,1000,21.71415
12.0,1000,21.770885
155.0,1000,21.823162
0.0,1000,21.877774
304.0,1000,21.933984
0.0,1000,21.986701
232.0,1000,22.044675
2.0,1000,22.102212
83.0,1000,22.153825
0.0,1000,22.211264
200.0,1000,22.285595
140.0,1000,22.349185
0.0,1000,22.409073
243.0,1000,22.478882
341.0,1000,22.540179
160.0,1000,22.597674
0.0,1000,22.654854
216.0,1000,22.717054
58.0,1000,22.780609
214.0,1000,22.835647
300.0,1000,22.888933
0.0,1000,22.945528
0.0,1000,23.001676
193.0,1000,23.056509
44.0,1000,23.110453
108.0,1000,23.164812
2.0,1000,23.216538
0.0,1000,23.275733
230.0,1000,23.349049
2.0,1000,23.413367
261.0,1000,23.469093
0.0,1000,23.526287
253.0,1000,23.578735
259.0,1000,23.631035
414.0,1000,23.683587
0.0,1000,23.739003
385.0,1000,23.791376
0.0,1000,23.84116
2.0,1000,23.898539
390.0,1000,23.952424
194.0,1000,24.011555
249.0,1000,24.067042
279.0,1000,24.121224
103.0,1000,24.17729
296.0,1000,24.228387
2.0,1000,24.283142
184.0,1000,24.340485
201.0,1000,24.394152
0.0,1000,24.447326
0.0,1000,24.499606
220.0,1000,24.554414
175.0,1000,24.607959
283.0,1000,24.660764
0.0,1000,24.714588
285.0,1000,24.767354
182.0,1000,24.825898
189.0,1000,24.882111
2.0,1000,24.933915
114.0,1000,24.985555
0.0,1000,25.037107
170.0,1000,25.090484
0.0,1000,25.141626
0.0,1000,25.194093
124.0,1000,25.246307
114.0,1000,25.299456
2.0,1000,25.351653
2.0,1000,25.40765
267.0,1000,25.461711
250.0,1000,25.515867
160.0,1000,25.567686
350.0,1000,25.622972
0.0,1000,25.678937
2.0,1000,25.734979
306.0,1000,25.787402
89.0,1000,25.839339
0.0,1000,25.890469
191.0,1000,25.942964
253.0,1000,25.995451
373.0,1000,26.047192
0.0,1000,26.099009
308.0,1000,26.152112
2.0,1000,26.206941
334.0,1000,26.262083
2.0,1000,26.318733
272.0,1000,26.377103
115.0,1000,26.431353
341.0,1000,26.490417
369.0,1000,26.553199
304.0,1000,26.615836
155.0,1000,26.669648
0.0,1000,26.728019
124.0,1000,26.782401
235.0,1000,26.83721
0.0,1000,26.894789
192.0,1000,26.947635
2.0,1000,27.003273
197.0,1000,27.055391
280.0,1000,27.114892
363.0,1000,27.168729
51.0,1000,27.222808
333.0,1000,27.27908
364.0,1000,27.331157
369.0,1000,27.390103
0.0,1000,27.445628
